"kind","id","name","type","folder","purpose","refsVariables","refsTriggers","refsTemplates","usedByTags","usedByTriggers","usedByVariables"
"variable","117","dlv - Add to Cart - Category","v","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","3","0","2"
"variable","118","dlv - Thank You Page - Discount Amount","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","1","0","0"
"variable","119","js - Product View - Pinterest line items","jsm","Elevar / Pinterest","Provides transformed or extracted value used by tags/triggers.","1","0","0","1","0","0"
"variable","122","js - Thank You Page - Product ID Array","jsm","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","1","0","0","0","0","0"
"variable","125","dlv - Thank You Page - Customer ID","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","4","0","1"
"variable","126","dlv - Product View - Category Name","v","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","2","0","0"
"variable","129","dlv - Product View - Name","v","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","3","0","1"
"variable","130","dlv - Add to Cart - Image","v","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","132","dlv - Add to Cart - Product Name","v","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","2","0","0"
"variable","138","constant - product identifier - variant id","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","141","constant - product identifier - product id","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","2"
"variable","143","constant - product group - product_group","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","2"
"variable","145","dlv - Cart - Product Impressions","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","150","constant - conversion value - revenue","c","Elevar 2.0 - Conversion Value","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","2"
"variable","152","dlv - Thank You Page - Action Field","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","4","0","1"
"variable","158","js - Has Subscription Purchase","jsm","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","1","0","0","0","1","0"
"variable","165","constant - conversion value - subtotal","c","Elevar 2.0 - Conversion Value","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","166","constant - conversion value - product_subtotal","c","Elevar 2.0 - Conversion Value","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","167","constant - product identifier - sku","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","172","constant - product group - product","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","176","dlv - user_id","v","Elevar 2.0 - Global","Provides transformed or extracted value used by tags/triggers.","0","0","0","3","0","0"
"variable","177","Facebook - Pixel ID","c","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","0","0","0","12","0","0"
"variable","183","Facebook - product identifier","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","9"
"variable","184","js - Facebook - Contents - Impressions","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","0"
"variable","185","var - Thank You Page - User Data Event ID","j","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","0","0","0","2","0","0"
"variable","186","Facebook - conversion value","c","Elevar 2.0 - Conversion Value","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","187","js - Facebook - Contents - Thank You Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","1"
"variable","188","js - Facebook - Content_IDs - Thank You Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","0"
"variable","189","dlv - Thank You Page - Customer Province Code","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","2","0","0"
"variable","190","js - Customer Type","jsm","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","191","cookie - GA Client ID","k","Elevar 2.0 - Global","Provides transformed or extracted value used by tags/triggers.","0","0","0","2","0","0"
"variable","192","Facebook - product group","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","1","0","0","8","0","0"
"variable","194","js - Remove PII from GA Hit","jsm","Elevar 2.0 - Global","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","195","js - Facebook - Contents - Checkout Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","0"
"variable","196","js - Facebook - Contents - Product View","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","197","js - Facebook - Content_IDs - Impressions","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","0"
"variable","200","js - Facebook - Content_IDs - Checkout Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","2","0","0"
"variable","202","js - Facebook - Contents - Add to Cart","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","208","dlv - ecommerce.cart_contents.products","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","209","dlv - Thank You Page - Order Name","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","211","js - Facebook - Contents - Cart Contents","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","2","0","0","0","0","0"
"variable","213","dlv - User ID","v","Elevar 2.0 - Global","Provides transformed or extracted value used by tags/triggers.","0","0","0","1","0","1"
"variable","215","GA4 ID","c","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","0","0","0","39","0","0"
"variable","268","GA4 Config Settings","gtcs","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","1","0","0","1","0","0"
"variable","270","GA4 - product identifier","c","Elevar 2.0 - Product Identifier","Provides transformed or extracted value used by tags/triggers.","1","0","0","0","0","9"
"variable","271","dlv - Remove From Cart - Array","cvt_NNSJS","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","272","js - GA4 - remove from cart","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","273","js - GA4 - begin checkout","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","3","0","0"
"variable","276","dlv - Select Item - Array","v","Elevar 2.0 - Collection and Search Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","277","js - GA4 - select item","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","281","js - GA4 - view item","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","282","dlv - Remove From Cart - Quantity","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","283","dlv - Remove From Cart - Price","v","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","284","js - Remove From Cart Value","jsm","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","285","GA4 Event Settings","gtes","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","287","GA4 - transaction identifier","c","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","1","0","0","1","0","0"
"variable","289","js - GA4 - view item list","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","291","js - GA4 - view cart","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","300","js - Add To Cart Value","jsm","Elevar 2.0 - Global","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","1","0"
"variable","301","js - GA4 - purchase","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","303","js - GA4 - add to cart","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","1","0","0"
"variable","421","js - Thank You Page - BloomReach line items","jsm","Elevar / Pinterest","Provides transformed or extracted value used by tags/triggers.","1","0","0","1","0","0"
"variable","436","dlv - Thank You Page - ecommerce","cvt_NNSJS","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","476","js - Facebook - Content_Name - Thank You Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","477","js - Facebook - Content_Category - Thank You Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","478","js - Facebook - Content_Category - Checkout Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","479","js - Facebook - Content_Name - Checkout Page","jsm","Elevar 2.0 - FB","Provides transformed or extracted value used by tags/triggers.","1","0","0","2","0","0"
"variable","508","dlv - Remove From Cart - Array_import_1","cvt_9938197_507","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","509","js - GA4 - remove from cart_import_1","jsm","Elevar 2.0 - GA4","Provides transformed or extracted value used by tags/triggers.","2","0","0","0","0","0"
"variable","513","dlv - Product View - Product ID_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","514","dlv - Product View - SKU_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","516","dlv - Thank You Page - Order Revenue_import_1","cvt_9938197_507","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","517","dlv - Product View - Variant ID_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","525","dlv - Product View - Inventory_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","534","dlv - Thank You Page - ecommerce_import_1","cvt_9938197_507","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","535","dlv - Add to Cart - Product ID_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","542","dlv - Thank You Page - Order Subtotal_import_1","cvt_9938197_507","Elevar 2.0 - Cart and Checkout","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","544","dlv - Add to Cart - Variant ID_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
"variable","552","dlv - Add to Cart - SKU_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","1"
"variable","557","dlv - Add to Cart - Inventory_import_1","cvt_9938197_507","Elevar 2.0 - Product Page","Provides transformed or extracted value used by tags/triggers.","0","0","0","0","0","0"
